Song_ID,Type,Artist,Title,Year,Complex_award,Lyrics_Genius,Lyrics_API,Length,Amplitude,Stemmed_Genius,Stemmed_API
81,Classic,Jay Z,99 problems,2003,0,i've got the rap patrol on the gat patrol foes that wanna make sure my casket's closed rap critics that say he's money cash hoes i'm from the hood stupid what type of facts are those if you grew up with holes in your zapatos you'd celebrate the minute you was having dough i'm like fuck critics you can kiss my whole asshole if you don't like my lyrics you can press fast forward got beef with radio if i don't play they show they don't play my hits well i don't give a shit so rap mags try and use my black ass so advertisers can give 'em more cash for ads fuckers i don't know what you take me as or understand the intelligence that jay z has i'm from rags to riches niggas i aingt dumb i got ninety-nine problems but a bitch aingt one hit me ,okay troll troll folks that wanted to make sure my rap critic save money cash from the hood stupid what type effects to those whole thing is that you celebrate the minute she was having don't like critics kiss my whole if you don't like my lyrics you can press fast-forward radiophone play that show now play my head well I don't give a shit so wrap next try usable black and so advertising again come on Casper ads I don't know what you take me as so understand the intelligence that Jay Z has read the pictures right now I've got ninety-nine problems but a bitch ain't one hit me,41,47,i'v got the rap patrol on the gat patrol foe that wanna make sure my casket' close rap critic that say he' money cash hoe i'm from the hood stupid what type of fact are those if you grew up with hole in your zapato you'd celebr the minut you wa have dough i'm like fuck critic you can kiss my whole asshol if you don't like my lyric you can press fast forward got beef with radio if i don't play they show they don't play my hit well i don't give a shit so rap mag tri and use my black ass so advertis can give 'em more cash for ad fucker i don't know what you take me as or understand the intellig that jay z ha i'm from rag to rich nigga i aingt dumb i got ninety-nin problem but a bitch aingt one hit me ,okay troll troll folk that want to make sure my rap critic save money cash from the hood stupid what type effect to those whole thing is that you celebr the minut she wa have don't like critic kiss my whole if you don't like my lyric you can press fast-forward radiophon play that show now play my head well i don't give a shit so wrap next tri usabl black and so advertis again come on casper ad i don't know what you take me as so understand the intellig that jay z ha read the pictur right now i'v got ninety-nin problem but a bitch ain't one hit me
82,Classic,Jay Z,Empire state of mind,2009,0,yeah yeah i'm out that brooklyn now i'm down in tribeca right next to de niro but i'll be hood forever i'm the new sinatra and since i made it here i can make it anywhere yeah they love me everywhere i used to cop in harlem hola my dominicanos dinero right there up on broadway brought me back to that mcdonald's took it to my stash spot five hundred and sixty state street catch me in the kitchen like a simmons whipping pastry cruising down eight th street offwhite lexus driving so slow but bk is from texas me i'm out that bedstuy home of that boy biggie now i live on billboard and i brought my boys with me say what up to ty ty still sipping mai tais sitting courtside knicks and nets give me high fives nigga i be spiked out i could trip a referee tell by my attitude that i'm most definitely ,yeah yeah I'm of that Brooklyn now down and trap that could right next to the narrow but I'll be hood forever I'm leaving Sinatra and since I made it here I can make it anywhere yeah they love me everywhere I used to happen all of them all of my dominicanos right there both Broadway will be back to that McDonald's look into my stash box five hundred and sixty State Street catch me in the kitchen like the Simmons whipping pastry who's it down a street or quite next is driving so slow for BK is from Texas me and my business stop whom were there Boyd biggie now I live on Billboard and I brought my boys would he make one up this laptop still sipping Mai Tais be sitting Courtside Knicks and Nets give me high fives I just wiped out I could triple referee tell by my attitude that I most definitely,45,167,yeah yeah i'm out that brooklyn now i'm down in tribeca right next to de niro but i'll be hood forev i'm the new sinatra and sinc i made it here i can make it anywher yeah they love me everywher i use to cop in harlem hola my dominicano dinero right there up on broadway brought me back to that mcdonald' took it to my stash spot five hundr and sixti state street catch me in the kitchen like a simmon whip pastri cruis down eight th street offwhit lexu drive so slow but bk is from texa me i'm out that bedstuy home of that boy biggi now i live on billboard and i brought my boy with me say what up to ty ty still sip mai tai sit courtsid knick and net give me high five nigga i be spike out i could trip a refere tell by my attitud that i'm most definit ,yeah yeah i'm of that brooklyn now down and trap that could right next to the narrow but i'll be hood forev i'm leav sinatra and sinc i made it here i can make it anywher yeah they love me everywher i use to happen all of them all of my dominicano right there both broadway will be back to that mcdonald' look into my stash box five hundr and sixti state street catch me in the kitchen like the simmon whip pastri who' it down a street or quit next is drive so slow for bk is from texa me and my busi stop whom were there boyd biggi now i live on billboard and i brought my boy would he make one up thi laptop still sip mai tai be sit courtsid knick and net give me high five i just wipe out i could tripl refere tell by my attitud that i most definit
83,Classic,Jay Z,Numb / Encore,2004,0,who you know fresher than hov' riddle me that the rest of y'all know where i'm lyrically at can't none of y'all mirror me back yeah hearing me rap is like hearing g rap in his prime i'm young ho rap's grateful dead 'bout to take over the globe now break bread i'm in boeing jets global express out the country but the blueberry still connect on the low but the yacht got a triple deck but when you young what the fuck you expect yep yep grand opening grand closing god damn your man hov' cracked the can open again who you gone find doper than him with no pen just draw off inspirationtion soon you gone see you can't replace himhim with cheap imitations for these generations,you know precedent whole Riddle Me That rest of y'all know where I'm lyrically yeah can't none of y'all never me back here hear me rap is like hearin G wrapping his prime um young ho raps Grateful Dead to take over the globe now break bread I'm in Boeing Jets clothes rest of the country when the blueberry still connect on and over yeah I got a triple deck where you young but fucking shit yep yep grand opening Grand closing goddamn get manhole crack the can open again Who you gonna find over the head with no pay I'm just drawing Inspirations for you but see you can't replace him,36,71,who you know fresher than hov' riddl me that the rest of y'all know where i'm lyric at can't none of y'all mirror me back yeah hear me rap is like hear g rap in hi prime i'm young ho rap' grate dead 'bout to take over the globe now break bread i'm in boe jet global express out the countri but the blueberri still connect on the low but the yacht got a tripl deck but when you young what the fuck you expect yep yep grand open grand close god damn your man hov' crack the can open again who you gone find doper than him with no pen just draw off inspirationt soon you gone see you can't replac himhim with cheap imit for these gener,you know preced whole riddl me that rest of y'all know where i'm lyric yeah can't none of y'all never me back here hear me rap is like hearin g wrap hi prime um young ho rap grate dead to take over the globe now break bread i'm in boe jet cloth rest of the countri when the blueberri still connect on and over yeah i got a tripl deck where you young but fuck shit yep yep grand open grand close goddamn get manhol crack the can open again who you gonna find over the head with no pay i'm just draw inspir for you but see you can't replac him
84,Classic,Jay Z,Run This Town,2009,0,we are yeah i said it we are this is roc nation pledge your allegiance get your fatigues on all black everything black cards black cars all black everything and our girls are blackbirds riding with they dillingers i get more in depth if you boys really real enough this is la familia i'll explain later but for now let me get back to this paper i'm a couple bands down and i'm trying to get back i gave doug a grip and lost a flip for five stacks yeah i'm talking five comma six zeros dot zero here doug back to running circles round niggas now we squared up hold up ,he has said if we are subscribed Nation Pledge of Allegiance in Socrates are all black everything black cod black cars all black everything and address the Blackbirds riding with a diligent I keep moving temp if you boys really really love this is La Familia I'll explain later but now let me get back to this paper amicable pants down and I'm trying to get back I gave the other one loss of that were five Stacks Kim talking five comma six zero shots it will get us back to running circles well,34,33,we are yeah i said it we are thi is roc nation pledg your allegi get your fatigu on all black everyth black card black car all black everyth and our girl are blackbird ride with they dilling i get more in depth if you boy realli real enough thi is la familia i'll explain later but for now let me get back to thi paper i'm a coupl band down and i'm tri to get back i gave doug a grip and lost a flip for five stack yeah i'm talk five comma six zero dot zero here doug back to run circl round nigga now we squar up hold up ,he ha said if we are subscrib nation pledg of allegi in socrat are all black everyth black cod black car all black everyth and address the blackbird ride with a dilig i keep move temp if you boy realli realli love thi is la familia i'll explain later but now let me get back to thi paper amic pant down and i'm tri to get back i gave the other one loss of that were five stack kim talk five comma six zero shot it will get us back to run circl well
85,Classic,Jay Z,No Church In The Wild,2011,0,tears on the mausoleum floor blood stains the colosseum doors lies on the lips of a priest thanksgiving disguised as a feast rolling in the rolls royce corniche only the doctors got this im hiding from police cocaine seats all white like i got the whole thing bleached drug dealer chic im wondering if a thugs prayers reach is pious pious 'cause god loves pious socrates asked whose bias do y'all seek all for plato screech im out here balling i know y'all hear my sneaks jesus was a carpenter yeezy laid beats hova flow the holy ghost get the hell up out your seats preach,here's what the mausoleum floor let's think coliseum doors last on lips of Thanksgiving this guy who's a beast rolling in the Rolls-Royce ticklish only the doctors got to some hide from police cocaine seats all right like I got the whole thing bleached drug dealers cheek I'm wondering if we love grants reach his pie spice Carlos highest Insanity Texas by senior seek blade off switch I'm not share ball and I know you're here my sneaks Jesus was rich,42,32,tear on the mausoleum floor blood stain the colosseum door lie on the lip of a priest thanksgiv disguis as a feast roll in the roll royc cornich onli the doctor got thi im hide from polic cocain seat all white like i got the whole thing bleach drug dealer chic im wonder if a thug prayer reach is piou piou 'caus god love piou socrat ask whose bia do y'all seek all for plato screech im out here ball i know y'all hear my sneak jesu wa a carpent yeezi laid beat hova flow the holi ghost get the hell up out your seat preach,here' what the mausoleum floor let' think coliseum door last on lip of thanksgiv thi guy who' a beast roll in the rolls-royc ticklish onli the doctor got to some hide from polic cocain seat all right like i got the whole thing bleach drug dealer cheek i'm wonder if we love grant reach hi pie spice carlo highest insan texa by senior seek blade off switch i'm not share ball and i know you'r here my sneak jesu wa rich
86,Classic,Nas,The World is yours,1994,0,i sip the dom p watching gandhi until i'm charged then writing in my book of rhymes all the words past the margin to hold the mic im throbbing mechanical movement understandable smooth shit that murderers move with the thief's theme play me at night they won't act right the fiend of hiphop has got me stuck like a crack pipe the mind activation react like i'm facing time like pappy mason with pens i'm embracing wipe the sweat off my dome spit the phlegm on the streets suede timbs on my feets makes my cipher complete whether cruising in a sikh's cab or montero jeep i can't call it the beats make me falling asleep i keep falling but never falling six feet deep i'm out for presidents to represent me,I said the dumpees watching Gandhi till I'm Charles than writing in my book of Rhymes all the words Pastor more than the whole of mica throbbing mechanical movement understandable smooth shit that murderers move with the thief's theme playing at night they won't act right the peanuts hip-hop is got me stuck like a crack white but mine activation react like I'm facing time like Pepe Nation depends on his brakes and wipe the sweat off my don't fit the phlegm on the street suede Tim's on my feets make my safe wash complete weather cruising in the sticks can vomit Montero Steve I can't call it the beach make me falling asleep I keep falling but never fool is six feet deep I'm out for presidents to represent,38,146,i sip the dom p watch gandhi until i'm charg then write in my book of rhyme all the word past the margin to hold the mic im throb mechan movement understand smooth shit that murder move with the thief' theme play me at night they won't act right the fiend of hiphop ha got me stuck like a crack pipe the mind activ react like i'm face time like pappi mason with pen i'm embrac wipe the sweat off my dome spit the phlegm on the street sued timb on my feet make my cipher complet whether cruis in a sikh' cab or montero jeep i can't call it the beat make me fall asleep i keep fall but never fall six feet deep i'm out for presid to repres me,i said the dumpe watch gandhi till i'm charl than write in my book of rhyme all the word pastor more than the whole of mica throb mechan movement understand smooth shit that murder move with the thief' theme play at night they won't act right the peanut hip-hop is got me stuck like a crack white but mine activ react like i'm face time like pepe nation depend on hi brake and wipe the sweat off my don't fit the phlegm on the street sued tim' on my feet make my safe wash complet weather cruis in the stick can vomit montero steve i can't call it the beach make me fall asleep i keep fall but never fool is six feet deep i'm out for presid to repres
87,Classic,Nas,made you look,2002,0,now let's get it all in perspective for all y'all enjoyment a song y'all can step with y'all appointed me to bring rap justice but i aingt fiveo y'all know it's nas yo grey goose and a whole lot of hydro only describe us as soldier survivors stay laced in the best welldressed with finesse in a white tee looking for wifey thug girl who fly and talks so nicely put her in the coupe so she can feel the nice breeze we can drive through the city no doubt but don't say my car's topless say the titties is out newness here's the anthem put your hand up that you shoot with count your loot with push the pool stick in your new crib same hand that you hoop with swing around like you stupid king of the town yeah i been that you know i clickclack where you and your mens at do the smurf do the wop baseball bat rooftop like we bringing ' eighty-eight back ,now let's get it all in perspective for all y'all enjoy me the song I can stamp with y'all appointed me to bring rap justice but I ain't five hundred y'all know it's nacho great goose in the whole lotta only describe us as soldiers survivors stay laced in the best well-dressed with but nesting the white team looking for white feet tall girl who fly and talk so nicely put her in the pool for she can feel the nice breeze we could drive through the city no doubt but don't say my car topless say that he distanceno Lis his The Anthem put your hands up that you wish straight couch and liquid plus the pool stick and your new crib same hands that you hold within swing around like you stupid King into town yeah I've been that you know what where you and your men Zach do the Smurf through the white baseball back rooftop like we Bringin eighty-eight back,50,98,now let' get it all in perspect for all y'all enjoy a song y'all can step with y'all appoint me to bring rap justic but i aingt fiveo y'all know it' na yo grey goos and a whole lot of hydro onli describ us as soldier survivor stay lace in the best welldress with finess in a white tee look for wifey thug girl who fli and talk so nice put her in the coup so she can feel the nice breez we can drive through the citi no doubt but don't say my car' topless say the titti is out new here' the anthem put your hand up that you shoot with count your loot with push the pool stick in your new crib same hand that you hoop with swing around like you stupid king of the town yeah i been that you know i clickclack where you and your men at do the smurf do the wop basebal bat rooftop like we bring ' eighty-eight back ,now let' get it all in perspect for all y'all enjoy me the song i can stamp with y'all appoint me to bring rap justic but i ain't five hundr y'all know it' nacho great goos in the whole lotta onli describ us as soldier survivor stay lace in the best well-dress with but nest the white team look for white feet tall girl who fli and talk so nice put her in the pool for she can feel the nice breez we could drive through the citi no doubt but don't say my car topless say that he distanceno li hi the anthem put your hand up that you wish straight couch and liquid plu the pool stick and your new crib same hand that you hold within swing around like you stupid king into town yeah i'v been that you know what where you and your men zach do the smurf through the white basebal back rooftop like we bringin eighty-eight back
88,Classic,Nas,NY State of mind,1994,0,rappers i monkey flip 'em with the funky rhythm i be kicking musician inflicting composition of pain i'm like scarface sniffing cocaine holding an m sixteen see with the pen i'm extreme now bullet holes left in my peepholes i'm suited up with street clothes hand me a nine and i'll defeat foes y'all know my steelo with or without the airplay i keep some ej sitting bent up in the stairway or either on the corner betting grants with the ceelo champs laughing at baseheads tryna sell some broken amps gpacks get off quick forever niggas talk shit reminiscing about the last time the task force flipped niggas be running through the block shooting time to start the revolution catch a body head for houston once they caught us offguard the mac ten was in the grass and i ran like a cheetah with thoughts of an assassin picked the mac up told brothers back up the mac spit lead was hitting niggas one ran i made him backflip heard a few chicks scream my arm shook couldn't look gave another squeeze heard it click yo my shit is stuck tried to cock it it wouldn't shoot now i'm in danger ,represent want you flipping with funky did the mommy kick it you Sisson and flicks composition of pain I'm like Scarface sniffing okay hold on the M sixteen see what the men are extreme now bullet holes left in my peoples I'm shooting up the street clothes hammy and not enough to beat those yeah I know my steel old put the without the airplane you took Annie and Jay said and been up in the same way or either on a corner bed and Grant put the Cielo Champs laughing if a sense trying to sell some broken hips deep ask you off quick for emblem niggas bullshit reminiscing about the last time the task force quit Niggas be running through the black shooting time to spot the revolution catch a body ever use them once they caught us off guard the Mac temps in the grasses around like a cheetah with board to spin assassin victim at got two brothers backs up the next bit levels hitting niggas one ran only the Blackfoot the few chicks green trees heard it click know my shit and stuff to try to crack it it wouldn't shoot now I'm in danger,59,209,rapper i monkey flip 'em with the funki rhythm i be kick musician inflict composit of pain i'm like scarfac snif cocain hold an m sixteen see with the pen i'm extrem now bullet hole left in my peephol i'm suit up with street cloth hand me a nine and i'll defeat foe y'all know my steelo with or without the airplay i keep some ej sit bent up in the stairway or either on the corner bet grant with the ceelo champ laugh at basehead tryna sell some broken amp gpack get off quick forev nigga talk shit reminisc about the last time the task forc flip nigga be run through the block shoot time to start the revolut catch a bodi head for houston onc they caught us offguard the mac ten wa in the grass and i ran like a cheetah with thought of an assassin pick the mac up told brother back up the mac spit lead wa hit nigga one ran i made him backflip heard a few chick scream my arm shook couldn't look gave anoth squeez heard it click yo my shit is stuck tri to cock it it wouldn't shoot now i'm in danger ,repres want you flip with funki did the mommi kick it you sisson and flick composit of pain i'm like scarfac snif okay hold on the m sixteen see what the men are extrem now bullet hole left in my peopl i'm shoot up the street cloth hammi and not enough to beat those yeah i know my steel old put the without the airplan you took anni and jay said and been up in the same way or either on a corner bed and grant put the cielo champ laugh if a sens tri to sell some broken hip deep ask you off quick for emblem nigga bullshit reminisc about the last time the task forc quit nigga be run through the black shoot time to spot the revolut catch a bodi ever use them onc they caught us off guard the mac temp in the grass around like a cheetah with board to spin assassin victim at got two brother back up the next bit level hit nigga one ran onli the blackfoot the few chick green tree heard it click know my shit and stuff to tri to crack it it wouldn't shoot now i'm in danger
89,Classic,Nas,The Message,1996,0,fake thug no love you get the slug cb four gusto your luck low i didn't know until i was drunk though you freak niggas played out get fucked and ate out prostitute turned bitch i got the gauge out ninety-six ways i made out montana way the good fella verbal ak spray dipped attache jump out the range empty out the ashtray a glass of 'zé make a man cassius clay red dot plots murder schemes thirty-two shotguns regulate with my dunns seventeen rocks gleam from one ring they let me let y'all niggas know one thing there's one life one love so there can only be one king the highlights of living vegasstyle roll dice in linen antera spinning on millenniums twenty g bets i'm winning 'em threats i'm sending 'em lex with tv sets the minimum ill sex adrenaline party with villains a case of demisec to chase the henny wet any clique with the semi tec who want it diamonds i flaunt it chickenheads flock i lace 'em fried broiled with basil taste 'em crack the legs way out of formation it's horizontal how i have 'em ,they got no love you get slutty before got slowly luck oh I didn't know till I was drunk don't freak niggas played out give fucking hate out prostitutes her bitch got hazed out ninety-six ways made out more time weighted good FLL a verbal eight th grade ten th attached about range himself to a straight glasses eight-man Cassius Clay Red Dot Plot murder Escape throat two shotguns regulate what my third seventeen Watts claim for one drink let me let y'all niggaswork thing it's one life who loves her there can only be one chili so let me fix that rotation Lennon Terror spending on millenniums twenty g bread some winning them threats I'm setting them Lex your TV sets the minimum feel sexy crinoline party were Villas a case Timmy sector takes the handy wet and he could with the semi Tech wanted diamonds are flaunting chick has flocculation fried breaded with nasal takes them cracked legs way out of formation it's always I know how I ever,57,80,fake thug no love you get the slug cb four gusto your luck low i didn't know until i wa drunk though you freak nigga play out get fuck and ate out prostitut turn bitch i got the gaug out ninety-six way i made out montana way the good fella verbal ak spray dip attach jump out the rang empti out the ashtray a glass of 'zé make a man cassiu clay red dot plot murder scheme thirty-two shotgun regul with my dunn seventeen rock gleam from one ring they let me let y'all nigga know one thing there' one life one love so there can onli be one king the highlight of live vegasstyl roll dice in linen antera spin on millennium twenti g bet i'm win 'em threat i'm send 'em lex with tv set the minimum ill sex adrenalin parti with villain a case of demisec to chase the henni wet ani cliqu with the semi tec who want it diamond i flaunt it chickenhead flock i lace 'em fri broil with basil tast 'em crack the leg way out of format it' horizont how i have 'em ,they got no love you get slutti befor got slowli luck oh i didn't know till i wa drunk don't freak nigga play out give fuck hate out prostitut her bitch got haze out ninety-six way made out more time weight good fll a verbal eight th grade ten th attach about rang himself to a straight glass eight-man cassiu clay red dot plot murder escap throat two shotgun regul what my third seventeen watt claim for one drink let me let y'all niggaswork thing it' one life who love her there can onli be one chili so let me fix that rotat lennon terror spend on millennium twenti g bread some win them threat i'm set them lex your tv set the minimum feel sexi crinolin parti were villa a case timmi sector take the handi wet and he could with the semi tech want diamond are flaunt chick ha floccul fri bread with nasal take them crack leg way out of format it' alway i know how i ever
90,Classic,Nas,Nas is like,1999,0,freedom or jail clips inserted a baby's being born same time a man is murderedthe beginning and end as far as rap go it's only natural i explain my plateau and also what defines my name first it was nasty but times have changed ask me now i'm the artist but hardcore my sign's for pain i spent time in the game kept my mind on fame saw fiends shoot up and do lines of cocaine saw my close friends shot flatline am i sane that depends carry mac ten s to practice my aim on rooftops tape cd covers to trees line the barrel up with your weak picture then squeeze street scriptures for lost souls in the crossroads to the corner thugs hustling for cars that cost dough to the big dogs living large taking in light pushing big toys getting nice enjoying your life it's what you make it suicide few try to take it belt tied around their neck in jail cells naked heaven and hell rap legend presence is felt and of course nas are the letters that spell,Freedom with gel cleanser inserted that babies being born same time a man is murdered the beginning and it as far as rap go it's only natural I explained my plateauing also with the plans my name first and was nasty time to change asking now I'm the artist for hardcore my sons will pay I spent time in the game kept I'm on on save so I think she got up and do lines so my close friend shot but not in my scene that's a pinched cameraman tends to practice my aim on rooftops tape CD covers the trees lineup value up with your week pigeon and squeeze Street scriptures for lost souls and of course world to the corner thugs hustling for cars that cost over to the big don't live in Lost taking it like push it big toy getting nice joint your life is what you make it suicide few tried to take his belt tied around the neck and jail cells naked Heaven and Hell rap Legend presence is felt and of course in a yes or the letters that spell,51,55,freedom or jail clip insert a baby' be born same time a man is murderedth begin and end as far as rap go it' onli natur i explain my plateau and also what defin my name first it wa nasti but time have chang ask me now i'm the artist but hardcor my sign' for pain i spent time in the game kept my mind on fame saw fiend shoot up and do line of cocain saw my close friend shot flatlin am i sane that depend carri mac ten s to practic my aim on rooftop tape cd cover to tree line the barrel up with your weak pictur then squeez street scriptur for lost soul in the crossroad to the corner thug hustl for car that cost dough to the big dog live larg take in light push big toy get nice enjoy your life it' what you make it suicid few tri to take it belt tie around their neck in jail cell nake heaven and hell rap legend presenc is felt and of cours na are the letter that spell,freedom with gel cleanser insert that babi be born same time a man is murder the begin and it as far as rap go it' onli natur i explain my plateau also with the plan my name first and wa nasti time to chang ask now i'm the artist for hardcor my son will pay i spent time in the game kept i'm on on save so i think she got up and do line so my close friend shot but not in my scene that' a pinch cameraman tend to practic my aim on rooftop tape cd cover the tree lineup valu up with your week pigeon and squeez street scriptur for lost soul and of cours world to the corner thug hustl for car that cost over to the big don't live in lost take it like push it big toy get nice joint your life is what you make it suicid few tri to take hi belt tie around the neck and jail cell nake heaven and hell rap legend presenc is felt and of cours in a ye or the letter that spell
91,Classic,Lil Wayne,Lollipop,2008,0,okay little mama had a swag like mine she even wear her hair down her back like mine i make her feel right when it's wrong like lying man she aingt never had a love like mine but man i aingt never seen a ass like hers that pussy in my mouth had me lost for words so i told her back it up like burp burp and i made that ass jump like jerp jerp and that's when she,I'll be aware heard on her make her feel right when it's wrong like that,27,16,okay littl mama had a swag like mine she even wear her hair down her back like mine i make her feel right when it' wrong like lie man she aingt never had a love like mine but man i aingt never seen a ass like her that pussi in my mouth had me lost for word so i told her back it up like burp burp and i made that ass jump like jerp jerp and that' when she,i'll be awar heard on her make her feel right when it' wrong like that
92,Classic,Lil Wayne,6 foot ,2011,0,ahem excuse my charisma vodka with a spritzer swagger down pat call my shit patricia young money militia and i am the commissioner you no wan' start weezy cause the 'f' is for finisher so misunderstood but what's a world without enigma two bitches at the same time synchronized swimmers got the girl twisted cause she open when you twist her never met the bitch but i fuck her like i missed her life is the bitch and death is her sister sleep is the cousinwhat a fucking family picture you know father time and we all know mother nature it's all in the family but i am of no relation no matter who's buying i'm a celebration black and white diamonds fuck segregation fuck that shit my money up you niggas just honey nut young money running shit and you niggas just runnerups i don't feel i done enough so i'ma keep on doing this shit little tunechi or young tuna fish,excuse my Charisma back with a spritzer Swagger down pat commotion Patricia Young Money militia and I am that commissioning you to stop because the f is for finisher so misunderstood what was the world without Enigma to bitches at the same time synchronized swimmers he got the girl Kristi Kristi open when you Chris got never met the bitch what I fucking like I miss the life was to bitch in depth as her sister sleep is the present with a fucking family picture yeah you know father time we all know Mother Nature it's all in the family but I am of no relation no matter who's buying I'm a celebration black and white diamonds but segregation coefficient U niggas just hunting,51,322,ahem excus my charisma vodka with a spritzer swagger down pat call my shit patricia young money militia and i am the commission you no wan' start weezi caus the 'f' is for finish so misunderstood but what' a world without enigma two bitch at the same time synchron swimmer got the girl twist caus she open when you twist her never met the bitch but i fuck her like i miss her life is the bitch and death is her sister sleep is the cousinwhat a fuck famili pictur you know father time and we all know mother natur it' all in the famili but i am of no relat no matter who' buy i'm a celebr black and white diamond fuck segreg fuck that shit my money up you nigga just honey nut young money run shit and you nigga just runnerup i don't feel i done enough so i'ma keep on do thi shit littl tunechi or young tuna fish,excus my charisma back with a spritzer swagger down pat commot patricia young money militia and i am that commiss you to stop becaus the f is for finish so misunderstood what wa the world without enigma to bitch at the same time synchron swimmer he got the girl kristi kristi open when you chri got never met the bitch what i fuck like i miss the life wa to bitch in depth as her sister sleep is the present with a fuck famili pictur yeah you know father time we all know mother natur it' all in the famili but i am of no relat no matter who' buy i'm a celebr black and white diamond but segreg coeffici u nigga just hunt
93,Classic,Lil Wayne,Love me,2011,0,uh pussyass nigga stop hating little tunechi got that fire and these hoes love me like satan man yeah fuck with me and get bodied and all she eat is dick she's on a strict diet that's my baby with no makeup she a ten and she the best with that head even better than karrine she don't want money she want the time that we could spend she said 'cause i really need somebody so tell me you're that somebody girl i fuck who i want and fuck who i don't got that a one credit that's that filet mignon she said i never want to make you mad i just want to make you proud i said baby just make me cum then don't make a sound,cuz a nigga stop hating the told you got that fire and he's always loved me like shaking man yeah fuck with me and get bodied and algae eaters bit she's on a strict diet that's my baby with no makeup she attended is she the best with the hated even better than current she not want money she wants a town week has been she stickers I really need somebody so tell me you're that somebody got up who I won't go I don't know she said I never want to make you mad I just want to make you proud I say baby just make me come there's no make a sound,44,45,uh pussyass nigga stop hate littl tunechi got that fire and these hoe love me like satan man yeah fuck with me and get bodi and all she eat is dick she' on a strict diet that' my babi with no makeup she a ten and she the best with that head even better than karrin she don't want money she want the time that we could spend she said 'caus i realli need somebodi so tell me you'r that somebodi girl i fuck who i want and fuck who i don't got that a one credit that' that filet mignon she said i never want to make you mad i just want to make you proud i said babi just make me cum then don't make a sound,cuz a nigga stop hate the told you got that fire and he' alway love me like shake man yeah fuck with me and get bodi and alga eater bit she' on a strict diet that' my babi with no makeup she attend is she the best with the hate even better than current she not want money she want a town week ha been she sticker i realli need somebodi so tell me you'r that somebodi got up who i won't go i don't know she said i never want to make you mad i just want to make you proud i say babi just make me come there' no make a sound
94,Classic,Lil Wayne,A milli,2008,1,a million here a million there sicilian bitch with long hair with coke in her derriere like smoking the thinnest air i open the lamborghini hoping them crackers see me like look at that bastard weezy he's a beast he's a dog he's a mothafucking problem okay you're a goon but what's a goon to a goblin nothing nothing you aingt scaring nothing on some faggot bullshit call 'em dennis rodman call me what you want bitch call me on my sidekick never answer when it's private damn i hate a shy bitch don't you hate a shy bitch yeah i ate a shy bitch she aingt shy no more she changed her name to my bitch yeah nigga that's my bitch so when she ask for the money when you through don't be surprised bitch and it aingt tricking if you got it but you like a bitch with no ass you aingt got shit motherfucker i'm ill not sick and i'm okay but my watch sick yeah my drop sick,but million here a million there Sicilian different long hair with coconut every year and smoked in the thinnest here open the Lamborghini hoping them crackers email I look at that bastard we think he's a PC the dog he's a motherfucking problem okay you're a goon but what's a goon to a goblin You Ain't Nothing Uncle faggoty bullshit call him Dennis Rodman call me with your speech coming on my sidekick never answer don't you hate that bitch changed her name to my bitch it is my big so when she asked me the money when you through don't be surprised Beach but you like I'm okay but my wife sick yeah my drop sick,59,103,a million here a million there sicilian bitch with long hair with coke in her derrier like smoke the thinnest air i open the lamborghini hope them cracker see me like look at that bastard weezi he' a beast he' a dog he' a mothafuck problem okay you'r a goon but what' a goon to a goblin noth noth you aingt scare noth on some faggot bullshit call 'em denni rodman call me what you want bitch call me on my sidekick never answer when it' privat damn i hate a shi bitch don't you hate a shi bitch yeah i ate a shi bitch she aingt shi no more she chang her name to my bitch yeah nigga that' my bitch so when she ask for the money when you through don't be surpris bitch and it aingt trick if you got it but you like a bitch with no ass you aingt got shit motherfuck i'm ill not sick and i'm okay but my watch sick yeah my drop sick,but million here a million there sicilian differ long hair with coconut everi year and smoke in the thinnest here open the lamborghini hope them cracker email i look at that bastard we think he' a pc the dog he' a motherfuck problem okay you'r a goon but what' a goon to a goblin you ain't noth uncl faggoti bullshit call him denni rodman call me with your speech come on my sidekick never answer don't you hate that bitch chang her name to my bitch it is my big so when she ask me the money when you through don't be surpris beach but you like i'm okay but my wife sick yeah my drop sick
95,Classic,Lil Wayne,Got money,2008,0,she love the way i diddybop i see her boyfriend hating like a city cop now i aingt never been a chicken but my fifty cocked say i aingt never been a chicken but my semi cocked now where your bar at i'm trying to rent it out and we so 'bout it 'bout it now what are you about dj show me love he say my name when the music stop young money little wayne then the music drop i make it snow i make it flurry i make it all back tomorrow don't worry yeah young wayne on them hoes aka mr makeitrainonthem,she got away I did it by your boyfriend City Cab I never been a chicken but it's like people benefiting but much now why are you firing I'm trying to run it out and we sold out about it I would argue about DJ so obviously my name went physics staff young money Lil Wayne dinner music trap amigo,33,87,she love the way i diddybop i see her boyfriend hate like a citi cop now i aingt never been a chicken but my fifti cock say i aingt never been a chicken but my semi cock now where your bar at i'm tri to rent it out and we so 'bout it 'bout it now what are you about dj show me love he say my name when the music stop young money littl wayn then the music drop i make it snow i make it flurri i make it all back tomorrow don't worri yeah young wayn on them hoe aka mr makeitrainonthem,she got away i did it by your boyfriend citi cab i never been a chicken but it' like peopl benefit but much now whi are you fire i'm tri to run it out and we sold out about it i would argu about dj so obvious my name went physic staff young money lil wayn dinner music trap amigo
